Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
China,CHN,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,898.07500446721,921.506436459842,976.159336791292,1105.13742396493,1249.04415339994,1369.79197119649,1490.18647938836,1595.46606847798,1629.97754209383,1728.61645229501,1899.79996108685,2027.46525356855,2085.21872095825,2137.32572690907,2177.55011435267,2175.1544486832,2149.2047500244,2215.91139022057,2310.87757050979,2397.96868908473,2465.96954605987,2623.79959356116,2676.48200976111,2850.94152906511,..
China,CHN,Forest area (% of land area),AG.LND.FRST.ZS,18.8534727562839,19.1049681205612,19.3564538990231,19.6079386867747,19.8594228667065,20.1109081284255,20.3623927769671,20.6138778860824,20.8653616938384,21.1168450517356,21.3683288541342,21.574627370433,21.7809258867318,21.9872244030306,22.1935229193294,22.3998214356282,22.6305120997506,22.8306567492632,23.0309079153534,23.2311590814436,23.4313037309562,23.6315548970464,23.8316995465589,24.0319389958256,..
China,CHN,Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CH4.PI.MT.CE.AR5,0.3868,0.4038,0.4409,0.5102,0.5613,0.6215,0.7106,0.796,0.8619,0.9843,1.2585,1.4122,1.4737,1.636,1.7522,1.8257,2.0272,2.2843,2.5005,2.7542,3.041,3.5453,3.7985,4.1075,4.135
China,CHN,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.N2O.PI.MT.CE.AR5,10.3108,10.5704,12.2632,17.7417,21.1911,23.2531,25.5788,29.5103,28.1871,28.6671,31.1779,34.2577,35.1379,36.6364,37.5322,37.1451,37.9144,41.2882,44.997,49.3304,51.5168,58.853,59.938,64.2478,64.7943
China,CHN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,50.299193183916,50.6280489574036,50.9679256961335,51.2610436241453,51.4496229654785,51.4758839441727,50.9696705667541,49.8862602874654,48.6560235019206,47.7093306057335,47.4765519945183,51.34994369566,48.1207251131123,58.4662215596184,54.5688342973092,50.832537964484,46.8324682508133,45.8369336166997,40.2663875187565,37.5475753654351,34.8105237153218,..,..,..,..
China,CHN,"Plant species (higher), threatened",EN.HPT.THRD.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,593,..,..,..,713,..,..
China,CHN,"Bird species, threatened",EN.BIR.THRD.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,96,..,..,..,94,..,..
China,CHN,"Fish species, threatened",EN.FSH.THRD.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,136,..,..,..,207,..,..
China,CHN,Carbon dioxide (CO2) emissions excluding LULUCF per capita (t CO2e/capita),EN.GHG.CO2.PC.CE.AR5,2.88907594771294,3.00747564571294,3.22795454545455,3.70467882645141,4.24069749050016,4.78299420120885,5.28052516361306,5.7076324565497,5.85225866357655,6.24909018523805,6.80718476794211,7.40185065816131,7.58441651466929,7.89327631231478,7.93164331637339,7.79057049265868,7.76322483949301,7.87802652170332,8.2177362485386,8.39147587098516,8.47858302033874,8.88715660313235,8.86482511020235,9.23027553501428,9.31508933799393
China,CHN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,79.922462606017,80.8331458521972,81.9217928499847,84.2309775025242,86.0923723329147,87.3709947582302,88.2842653796328,89.3091739828854,89.5211571180054,90.1612712655318,90.8066275814595,91.4247318781345,91.1492191796216,91.0001219143645,89.5548400213043,71.0695588904552,0,0,0,0,0,0,0,0,..
China,CHN,"Mammal species, threatened",EN.MAM.THRD.NO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73,..,..,..,78,..,..
China,CHN,Terrestrial protected areas (% of total land area),ER.LND.PTLD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,17,17.1,17.1,17.1,17.1,15.6,15.6,15.6,15.6,15.6,15.6,15.6
China,CHN,Terrestrial and marine protected areas (% of total territorial area),ER.PTD.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,15.8,15.9,15.9,15.9,16,14.7,14.7,14.7,14.7,14.7,14.7,14.7
China,CHN,Renewable energy consumption (% of total final energy consumption),EG.FEC.RNEW.ZS,29.6,28.4,27,23.9,20.2,17.4,16.4,14.9,14.1,13.4,12.3,11.3,11.5,11.5,11.9,12.2,12.6,13.1,13.5,14.3,14.9,15.2,..,..,..
Germany,DEU,Agricultural land (% of land area),AG.LND.AGRI.ZS,48.9124516406362,48.8220120378332,48.6355558103537,48.7400017201342,48.7799982796686,48.8330083725198,48.5948612066988,48.6133019760805,48.5356968706078,48.4380826711798,47.9100324181656,47.9659169153087,47.8108681930338,47.8588626461821,47.9363714531384,47.9590666743106,47.6843370735058,47.7631164667831,47.6415364359723,47.7002776267209,47.4970663155786,47.4856177910072,47.5011449507671,47.4658729931603,..
Germany,DEU,Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,4094.27901518469,4210.00080103251,4108.61729515583,4096.47794323132,4131.61083697,4109.8805864045,4235.93876578004,4023.73935857078,4081.87998694017,3821.62500577239,4029.83085754355,3891.87175356307,3913.43920397127,3986.18505186393,3794.44720253102,3780.85027551891,3765.21799936242,3763.19404182465,3659.22924485198,3570.88159282488,3349.19931383762,3467.03057027911,3261.8564081995,2928.19658713867,..
Germany,DEU,Forest area (% of land area),AG.LND.FRST.ZS,32.5376128385155,32.5580395528805,32.5775382674999,32.5979759754594,32.6174843019755,32.6341897006537,32.653704978206,32.6741618148966,32.6936867165763,32.7113393190098,32.7308718478354,32.7375487720909,32.7451655477133,32.7189864709929,32.7228432215535,32.7323281545606,32.685482024273,32.6845464693591,32.6836109680005,32.6826755201923,32.6826755201923,32.6826755201923,32.685482024273,32.6789342643734,..
Germany,DEU,Methane (CH4) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.CH4.PI.MT.CE.AR5,0.2023,0.2301,0.225,0.2338,0.2508,0.3145,0.3505,0.3712,0.3897,0.3964,0.4257,0.4267,0.4453,0.4436,0.4512,0.4473,0.4623,0.463,0.434,0.4262,0.4221,0.433,0.4105,0.3962,0.3905
Germany,DEU,Nitrous oxide (N2O) emissions from Power Industry (Energy) (Mt CO2e),EN.GHG.N2O.PI.MT.CE.AR5,6.4729,5.5994,5.0677,4.4825,3.9902,3.454,3.2708,3.2207,2.8962,2.6557,2.8375,2.8022,2.8541,2.9321,2.8292,2.7621,2.516,2.3619,2.282,1.7983,1.5212,1.7969,1.9402,1.4723,1.3151
